ID,text,self_power,self_dominance,self_prestige,judge_power,judge_dominance,judge_prestige,AI_Power_mean,AI_Dom_mean,AI_Pres_mean
291,"Ich bin freundlich, nett und hilfsbereit. Andere beschreiben mich als sympathisch und verlässlich. Ich mag Strukturen und kann mit Ungewissheit nicht gut umgehen.",5.25,3.25,5.777777777777778,4.0,2.425,5.2,3.125,2.0,6.0
292,"In meinem bisherigen Leben habe ich Vieles richtig und Vieles falsch gemacht. Mit dem Erreichten bin ich zufrieden und fühle mich ausgeglichen und gesund. Mein Umfeld stimmt, denn es bringt mir viel Verständnis und Liebe entgegen. Freue mich auf die nächsten Jahre und das tiefere Eintauchen in den Ozean des Wissens. Fühle mich keiner Nationalität oder Nation zugehörig - mein Geist ist frei und unbelastet.",4.875,1.625,5.444444444444445,5.1,2.6,6.155555555555556,5.625,2.375,5.444444444444445
295,"Ich bin zufrieden, meistens aktiv und gesellig. Mir ist es wichtig, dass es meinen Freunden gut geht und sie mich mögen. Wenn einer meiner Freunde Hilfe braucht, bin ich zur Stelle. Ich gehe gern aus und bewege mich. Daheim fällt mir schnell die Decke auf den Kopf.",5.625,4.5,5.777777777777778,3.8,2.625,4.9111111111111105,3.5,1.25,5.777777777777778
296,"Vor 6 Jahren bin ich aus Tschechien nach Deutschland gekommen und lebe mit meinem Mann und kleinem Kind auf dem Land. Arbeite Teilzeit und in der Arbeit bin ich sehr zufrieden. Es gibt mir die Möglichkeit berufliches und privates Leben gut und entspannt zu gestalten. Garten, Sport und Yoga sind mir sehr wichtig. Ich reise und lerne gerne andere Kulturen kennen.",5.375,3.125,4.666666666666667,4.875,3.125,5.466666666666667,5.375,1.75,4.888888888888889
298,"Selbstmotivierte und dynamische Persönlichkeit mit Willensstärke und Durchsetzungsvermögen;
Ich liebe es selbstbestimmt und frei Aufgaben anzupacken und umzusetzen; Begeisterungsfähigkeit und meine Intuition unterstützen mich bei meinen Vorhaben; ich bin am besten, wenn man mich machen lässt; wenn man mich ausbremst, erlahmt schnell mein Elan; ich sehe in Veränderungen etwas Positives.",5.875,4.0,5.777777777777778,5.875,5.225,4.666666666666666,6.625,5.25,5.333333333333333
302,"Bin optimistisch und konnte mein Risiko einer Infektion mit schweren Folgen abschätzen. Ich akzeptiere die Situation so, wie sie ist.
Als Angestellter macht mir HomeOffice irre Spaß.
Mein leichtes Joggen oder jeden Tag ein Spaziergang von mindestestens einer Stunde bringt mir den Ausgleich.
Meine Kinder sehe ich per Video regelmäßig, eben nicht in der direkten Begegnung.
Banal, aber ich vermisse den Media Mark/Saturn.",6.0,1.125,5.111111111111111,3.825,2.5,4.666666666666667,5.375,1.5,4.222222222222222
307,"Ich bin hilfsbereit, lustig, verrückt. Mir liegt das Wohl anderer vor allem mir nahestehender Menschen am Herzen. Ich liebe die Natur, Reise gerne, bin weltoffen, mache aber auch gerne verrückte unkonventionelle Dinge, sowohl alleine als auch mit Freunden. Anstatt irgendwelchen Normen und Idealen hinterher zu rennen Versuche ich alles mit gesundem Menschenverstand und Humor zu nehmen und das Beste aus jeder Situation rauszuholen.",5.75,3.0,5.777777777777778,5.775,3.95,5.555555555555555,5.0,2.0,5.0
309,"Ich bin ein freundlicher, neugieriger und aufgeschlossener Mensch. Manchmal sehr ungeduldig und leicht gestresst. Meistens aber ruhig und gelassen.",4.875,4.0,5.444444444444445,3.9,3.25,3.9333333333333327,3.875,1.75,5.333333333333333
310,"Ich bin wissbegierig, kreativ und harmoniebedürftig.
Außerdem bin ich eher emotional, was mir nicht immer passt. 
Auch bin ich eher extrovertiert und habe keine Probleme neue Menschen kennenzulernen.
Allerdings bin ich auch oft faul und mag es mir Zeit für mich zunehmen.",5.375,3.75,4.444444444444445,4.95,3.375,4.977777777777778,2.625,1.75,5.0
313,"Ich bin ein positiver Mensch, gebe mein Bestes, Freundlich zu sein und hilfsbereit, was man mir fast immer rückmeldet.
Ich bin sehr kreativ, habe mir sehr viele Musikinstrumente selbst beigebracht und dann auch erfolgreich als Musikschullehrerin gearbeitet.
Ich liebe kognitive Herausforderungen in Form von Rätseln und kniffligen Puzzles mit vielen tausenden Teilen.
Als hochbegabter, funktionaler Autist fallen mir Sozialkontakte eher schwer, doch ich bin stets bemüht.
Psychisch schwer traumatisiert versuche ich alles, um ein gesundes Leben rund um all die Symptome zu bauen und mich nicht davon klein kriegen zu lassen, was beständig besser gelingt.",5.125,1.75,6.666666666666667,4.2,2.6,5.133333333333334,4.125,4.5,6.666666666666667
314,"Ich bin 73 Jahre alt, lebe seit 10 Jahren mit einem Kopftumor. Als früherer Altenpfleger arbeite ich noch 6 Tage im Monat in einer Einrichtung. Zudem studiere ich an der FernUni Hagen Geschichte. Ich befinde mich im Masterstudium. Ich hoffe, Ende des Jahres das Studium abschließen zu können.",5.0,4.875,5.0,3.475,2.225,4.644444444444445,6.625,5.125,6.222222222222222
315,"Ich bin sehr gewissenhaft, zielstrebig und verantantwortungsbewusst. Ich helfe gerne wenn ich kann und bin ein guter Zuhörer. Jedoch bin ich sensibel und brauche öfters eine Auszeit von meinen Mitmenschen.",5.375,3.875,5.555555555555555,4.25,2.675,5.177777777777779,2.625,1.75,5.888888888888889
316,"Ich bin mittelgroß, sportlich und habe 5 Kilogramm zu viel auf den Rippen. Beruflich bin ich ein Zahlenmensch und privat auch eher strukturiert. Herausforderungen nehme ich an und meistere sie im Allgemeinen auch. Ich feiere gern, singe laut mit - manchmal auch falsch, rede gern; sei jedoch auch eine gute Zuhörerin, sagen Freunde. Meine Arbeit macht mir viel Freude, ich gehe gern zur Arbeit.",6.5,3.75,6.111111111111111,5.5,3.65,5.444444444444445,6.0,3.125,6.333333333333333
317,"Meine Persönlichkeit ist sehr aufgeweckt.
Ich liebe es andere Menschen zum Lachen zu bringen.
Im Stress auf Arbeit bin ich manchmal ganz durcheinander.
Ich habe keine Schlafprobleme und brauche keine 5 Minuten zum einschlafen.
Arbeit und Privat kann ich sehr gut trennen.",5.875,2.5,5.888888888888889,3.475,2.5,4.2,3.875,2.375,5.888888888888889
318,"Ich bin ein Zweck-Optimist. Wenn mir zum Weinen zu Mute ist, versuch ich lieber zu  lachen. Ich bin ein Genußmensch und sorge dafür dass es auch meinem Umfeld gut geht. Mit meinem Mann führe ich seit nunmehr fast 46 jahren eine glückliche Ehe.",5.0,3.625,5.222222222222222,4.675,3.15,4.644444444444444,4.75,2.375,6.555555555555555
320,"Mein Name ist C.
Geboren und aufgewachsen bin ich im Ausland und lebe seit 22 Jahren in Deutschland.
Ich bin stolze Mutter von zwei Kindern und alleinerziehend.
Von Beruf bin ich Diplom-P. und MBH und arbeite bei einer Tochter der Stadt.
Mein Leben ist gut, ich bin zufrieden.",5.625,3.5,5.888888888888889,4.475,2.95,4.644444444444444,6.0,4.625,6.222222222222222
324,"Seit 19 Jahren lebe ich in der Schweiz und arbeite als Flugbegleiterin, das heißt ich reise im Jahr SEHR viel beruflich und auch privat in der Welt herum, liebe es, neue Kulturen/Länder/kulinarische Spezialitäten kennenzulernen. Wenn ich dann mal zu Hause bin, verbringe ich sehr gerne so viel Zeit wie möglich mit meinem Partner, aber ich genieße auch mal ein gutes Buch/Kinobesuch oder mich mit Freundinnen zu treffe. Ab und zu (spätestens nach 3 Monaten) zieht es mich in meine Heimat Berlin und zu meiner Mutter/Freunden/innen, die dort wohnen, so dass ich versuche, spätestens dann mindestens 3-5 Tage in meiner Heimat zu verbringen. Ich gehe lieber in der Natur spazieren als mich mit Konsumartikeln zu beschäftigen, ich bin nicht materialistisch veranlagt, esse lieber weniger, aber dafür gesund und lecker. Treibe (leider) nur mäßig Sport.",3.5,2.5,4.222222222222222,4.75,3.575,4.977777777777778,5.375,3.0,5.888888888888889
326,"Ich bin ein sehr strukturierter Mensch.
Ich bin optimistisch und neugierig.
Ich interessiere mich für vieles.
Ich glaube an das Konzept von Selbstwirksamkeit.
Ich bin gerne in nahem Kontakt bin aber auch gerne alleine.

",6.375,2.25,6.333333333333333,5.125,2.875,5.355555555555556,6.5,4.5,6.222222222222222
327,"Ich bin recht selbstbewusst, aber leider auch immer harmoniesüchtiger. Ich wünsche mir insgeheim die romantische Liebe, vermeide aber Nähe. Ich bin eher kopf- als gefühlsgesteuert. Ich denke eher männlich und verstehe mich auch eher mit Männern. Außerdem bin ich eher Einzelgängerin als Herdentier.",5.625,3.375,4.777777777777778,4.275,3.8,4.311111111111112,2.375,2.75,3.3333333333333335
329,"Ich freue mich über jeden Tag den ich gesund erleben darf.
Ich bin tolerant gegenüber meinen Mitmenschen.
Ich akzeptiere meine Schwächen.
Ich treibe gerne Sport.
Ich liebe das Leben.
",6.625,1.75,6.444444444444445,4.775,2.5,5.111111111111111,4.125,1.25,5.333333333333333
330,"Ich würde mich als wirklich glücklichen Menschen bezeichnen, der immer dankbarer wird für das hoch priviligierte Leben, das er führen darf! DANKBAR bin ich für ein liebevolles und kultiviertes Elternhaus und die dort erlernten Werte, die ich lebe: Ehrlichkeit, Gerechtigkeit, Empathie und Respekt für Andere! Ich bin ehrgeizig, erreiche meist, was ich mir vornehme, bin harmoniebedürftig, extrovertiert, ohne mich als Umbilicus mundi zu empfinden. Ungerechtigkeit, Leid und Gewalt besonders gegen Kinder machen mich tief betroffen. 
",6.25,3.875,6.666666666666667,5.425,3.25,5.444444444444445,5.875,2.0,6.555555555555555
331,"Ich bin ein Mensch, weiblich und optimistich.
Geprägt durch viel Liebe in meinem Elternhaus, sehr humanistisch erzogen.
Ich reagiere sehr auf das Leid anderer Menschen. 
Dabei vergesse ich oft an mich zu denken.
Ich lebe gern, manchmal auch nicht.",3.0,1.5,5.111111111111111,4.575,3.3,5.333333333333334,2.25,1.0,4.444444444444445
333,"Ich bin ziemlich unsicher, manchmal zu ängstlich. Allerdings bin ich offen und ehrlich, versuche aber niemanden zu verletzen. Ich kann mich schwer entscheiden.
",3.75,2.875,4.777777777777778,2.275,1.775,3.6222222222222222,1.25,1.125,2.5555555555555554
334,Ich bin eine ehrliche Person mit einer starken Persönlichkeit. Ich habe viele schwere Jahre in meinem Leben erfolgreich bewältigt. Ich bin humorvoll und liebenswürdig. Ich habe viel Empathie und helfe gerne anderen Menschen. Ich habe ein großes Herz und bin sehr stolz auf mich.,5.625,3.0,5.777777777777778,5.525,4.525,4.977777777777777,6.125,3.5,6.333333333333333
335,"Ich mache sehr gerne Sport und höre viel Musik. Ich helfe gerne anderen Leuten. Ich versuche oft, anderen zu gefallen. Ich kann mich oft nicht für die wichtigen Dinge motivieren und prokrastiniere oft. Ich halte aber Versprechen und Absprachen zuverlässig ein.",4.625,2.625,5.111111111111111,3.925,3.075,4.333333333333334,2.25,1.375,4.555555555555555
336,"Ich bin an vielen gesellschaftlichen und kulturhistorischen Fragen interessiert, liebe Musik und Kunst. Ich liebe außerdem die Natur, gehe gerne spazieren und liebe es im Urlaub zu campen. Ich bin sehr strukturiert, im Beruf gewissenhaft und verlässlich. Im sozialen Bereich bevorzuge ich wenige intensive Kontakte, meine Familie ist mir sehr wichtig. Ich neige zu Ängstlichkeit und habe ein ausgeprägtes Sicherheitsbedürfnis.",5.625,2.75,4.777777777777778,3.875,2.825,4.488888888888889,2.0,2.625,4.888888888888889
340,"Ich habe 2 Kinder, lebe getrennt vom Vater der Kinder, ich habe eine kleine Firma und bepflanze Dachterrassen. 
Ich bin lebenslustig, tanze gerne und treffe mich am liebsten mit Freunden. Ich bin zuverlässig und hilfsbereit, offen und kontaktfreudig. Ich habe Spaß an meiner Arbeit, verbringe gerne Zeit mit meinen Kindern aber auch gerne ohne sie. Ich mache Yoga und meditiere um einen Ausgleich zu meinen manchmal stressigen Tagen zu haben. Wenn es mal nicht so gut läuft versuche ich ruhig zu bleiben und Lösungen zu finden, was mir meistens gelingt. Meistens vertraue ich darauf, dass alles gut ausgeht.",5.75,3.142857142857143,5.111111111111111,5.25,3.325,5.222222222222222,6.125,2.5,6.666666666666667
342,"Ich kann nicht gut Entscheidungen treffen.
Ich habe feste Ansichten über Dinge und bin gleichzeitig tolerant.
Ich halte mich sehr zurück, wenn ich mich nicht wirklich wohl fühle.
Ich habe sehr hohe Ansprüche an mich.
Ich bin neugierig.",4.25,2.25,4.666666666666667,2.825,1.7,3.733333333333333,1.625,1.25,3.3333333333333335
343,"Ich bin inzwischen 20 Jahre glücklich  verheiratet, ingesamt hat das Leben es gut mit mir gemeint.
In Zeiten von Corona empfinde ich insbesondere demütig mein bisheriges Leben",5.5,1.75,4.111111111111111,4.4,2.55,5.066666666666667,4.625,1.0,4.777777777777778
344,"Ich bin ein lebensfroher Mensch.
In 5 Vereinen bin ich aktives Mitglied ( zur Zeit nicht, wegen Corona)
Langeweile kenne ich aber auch zu Corona Zeiten nicht, weil ich gerne Handarbeiten und Basteleien mache, für die ich jetzt mehr Zeit habe.
Ich freue mich schon drauf meine Enkelchen wieder zu besuchen, wenn Corona vorbei ist.
Bis dahin telefonieren wir viel, schreiben WhatsApp Nachrichten, Bilder und Videos.",6.375,2.5,5.222222222222222,5.525,2.975,6.022222222222223,5.5,2.0,5.555555555555555
350,"Ich bin zuverlässig, pünktlich, zufrieden mit meinem Leben und meiner Familiensituation. 
Ich arbeite gerne und viel, bin fröhlich und helfe gerne anderen Menschen.",4.875,3.375,4.777777777777778,4.65,2.975,5.466666666666667,4.875,2.0,6.0
351,"Mir sind Kontrolle über mein Leben und Unabhänhigkeit wichtig. Ich will frei sein, alles planen und Spaß haben. Mir sind Harmonie und ein intakter Freundeskreis wichtig. Ich brauche Ordnung. Ich weiß genau was ich will.",4.875,5.285714285714286,6.222222222222222,6.0,5.125,5.6,6.625,4.125,5.888888888888889
354,"Ich bin ein offener, extrovertierter Mensch mit vielen Träumen und Zielen.
Ich musste schnell lernen selbstständig zu handeln und für mein Handeln die Verantwortung zu übernehmen.
Ich liebe das Leben mit all seinen Schwierigkeiten.",5.25,3.875,5.444444444444445,5.575,4.625,5.4,6.625,4.5,6.555555555555555
355,"Ich glaube ich bin eine weltoffene, neugierige, kommunikative Person, die auch über den Tellerrand hinaus schaut.

Andererseits bin ich oft auch gleichermaßen eine menschenscheue, depressiv verstimmte und komplizierte Einzelgängerin.

Ich beschreibe mich ausserdem als eine sehr soziale, hilfsbereite Frau die auch ihrem Feind ihr letztes Hemd geben würde. 

Ich stelle hohe Ansprüche an mich selbst und auch an andere, die selten erfüllt werden. 

Ob ich aber tatsächlich so bin wie ich mich sehe, können nur andere beurteilen.",4.375,3.375,4.222222222222222,4.675,3.725,5.022222222222223,1.625,2.375,3.111111111111111
357,"Ich bin Pensionär nach über 40 Jahren im Schuldienst. Gesundheitlich fühle ich mich fit und habe Spaß am Leben, wenn auch derzeit durch Corona sehr eingeschränkt. Meine Hobbys sind die Motorfliegerei und die Fotografie. Habe Spaß an der Gartenarbeit. Lebe seit 16 Jahren (nach dem Tod meiner Ehefrau) in einer eheähnlichen Beziehung.",4.625,2.125,4.777777777777778,4.95,3.725,4.7555555555555555,5.5,3.625,6.555555555555555
359,"Ich würde mich als sehr aufgeschlossen und harmoniebedürftig beschreiben. Ich bin Sozialarbeiterin und arbeite als rechtliche Betreuerin. Durch meine ruhige Art kann ich Situationen gut einschätzen. Ich denke sehr viel nach, manchmal vielleicht auch zu viel und stehe mir dadurch selbst im Weg.",4.75,1.25,5.888888888888889,4.7,3.2,5.311111111111112,3.25,1.75,6.555555555555555
361,"Ich arbeite viel und gerne.
Ich bin sachlich und ein Kopfmensch.
Ich nehme mir wenig Zeit für Freizeit.
Ich bin gerne gut informiert.
Ich erkläre Dinge gerne.",5.375,3.375,4.444444444444445,5.375,3.95,4.8,5.0,5.5,5.555555555555555
362,Ich sehe mich als stark chancenorientierten Menschen und versuche aus allem das Beste zu machen. Optimismus ist mir in die Wiege gelegt worden. Menschliche Beziehungen sind für mich das Allerwichtigste im Leben.,6.125,3.75,5.555555555555555,5.725,4.125,5.733333333333333,5.75,2.25,6.222222222222222
367,"Ich bin in der Regel gelassen und lasse etwas auf mich zukommen. Sportlich bin ich auch.
Behalte gern den Durchblick, bin nicht sehr neugierig, lasse Freiraum.

Bin nicht sehr karriereinteressiert, leiste aber gute, beständige Qualität und Quantität.
Habe gerne Ruhe oder auch gerne Kontakte, mit Menschen die nicht so unruhig sind.",5.25,1.5,5.555555555555555,4.1,3.25,4.28888888888889,2.25,1.0,4.555555555555555
372,"Ich bin eine vielseitig interessierte, agile Pensionärin. Ich lese diverse Zeitungen als e-paper, mag Dokumentationen und bin gern mit anderen zusammen, lebe allerdings seit mehr als 20' Jahren allein.",5.25,1.75,4.888888888888889,4.75,3.175,4.977777777777777,5.125,3.625,4.333333333333333
376,"Ich bin ein Familienmensch, dem enge Kontakte mit den Kindern und Schwiegerkindern wichtig sind und ich habe ein starkes Gefühl der Kontinuität mit meinen Eltern und Großeltern. Ich habe Freude an der Musik und am gemeinsamen Musizieren mit meinem Mann und anderen Orchestermusikern. Ich freue mich, immer noch etwas dazulernen zu können, v.a. musikalisch weiterzukommen, aber auch in anderen Bereichen,  zum Beispiel Fremdsprachen. Ich helfe gerne anderen Leuten und bin ehrenamtlich in meherern Bereichen tätig, was mir meistens viel Freude macht. Ich bin zufrieden mit meinem Leben  und teile gern mit Leuten, denen es nicht so gut geht wie mir/uns.",5.125,3.25,5.111111111111111,4.425,2.85,5.155555555555556,4.5,1.125,5.555555555555555
377,"Ich bin ein optimistischer Mensch.
Ich bin sehr wissbegierig und interessiere mich für verschiedene Bereiche rund um die Themen Mensch und Natur.
Ich möchte mich persönlich weiter entwickeln.
Ich möchte mein Wissen gerne weiter geben und 
ich freue mich, wenn es anderen nützt.
",5.5,2.125,5.888888888888889,4.8,3.45,5.111111111111112,4.875,1.25,6.444444444444445
378,"Ich bin kreativ und wissbegierig. Außerdem bin ich unheimlich freiheitsliebend und lasse mich nicht gerne einengen. Weiterhin bin ich immer offen für Neues und probiere alles mögliche aus. Bin auch sehr warmherzig, stecke voller Energie und immer bereit alles zu geben. Bin wissbegierig, gehe konsequent meinen Weg und kann gut zuhören.",3.5,2.125,5.444444444444445,4.875,4.4,4.488888888888889,5.625,4.375,6.111111111111111
379,"Sehr interresiert an Dingen und ihren Zusammenhängen. 
Ich gehe den Dingen auf den Grund, bis ich es verstanden habe.
Das mnacht es manchen Menschen schwierig mit mir umzugehen.
Ansonsten äußerlich ruhig, werde nicht aufbrausend, aber innerlich doch manchmal aufgeregt.
Ungerechtigeiten werden für mich zum Problem, kämpfe dagegen an, auch mit ungewissem Ausgang.",3.875,3.375,5.555555555555555,3.825,4.825,3.6888888888888887,4.25,5.75,3.888888888888889
380,"Ich bin empathisch, gesprächsfähig und ernsthaft.
Ich erfülle meine Aufgaben gern gut und engagiert.
Ich bin aufgeschlossen und kontaktfreudig.
Ich bin gern phasenweise allein.
Ich mag Kunst und Kultur, sowie den Kontakt zur Natur.",5.875,2.625,5.888888888888889,5.55,2.975,5.91111111111111,4.625,1.25,6.666666666666667
381,"Ich bin recht sportlich. Manchmal neige ich zur Lethargie. Der Beruf belastet mich zuweilen. Mit meiner Rolle in der Partnerschaft bin ich zufrieden. Ich bin gern unter Leuten, habe aber auch gern Ruhe.",4.75,2.25,4.111111111111111,3.75,2.55,3.9555555555555557,4.25,2.25,4.222222222222222
386,"Mein Mann sagt, dass ich gerade sehr zufrieden aussehe und fragt, was ich gerade mache. Nun, ich denke darüber nach, welche fünf Sätze mich wohl beschreiben könnten. Das finde ich sehr lustig und sehr aussagekräftig. Ich bin zufrieden, wenn ich über mich nachdenke, wie schön und welch eine neue Erkenntnis. Nun, ich bin eine Frau, mittleren Alters und mittlerer Intelligenz aus der Pfalz, vom Dorf genau genommen, klein, dick, Locken auf dem Kopf und irgendwie auch im Kopf, oft lustig, meist geordnet und organisiert, manchmal wütend und manchmal traurig wegen dem, was mir im Leben widerfährt, chronisch krank seit meiner Kindheit, verheiratet, Mutter einer Tochter, dem Mystischen und Spirituellen zugetan und interessiert an fast allem, was mir begegnet, weltoffen, fordernd, erwartungsvoll, liebevoll, aufmerksam, tierlieb und sicher gäbe es noch tausend andere Adjektive, die mich beschreiben, aber dieser letzte Satz ist nun wirklich lang genug.",5.25,4.125,5.0,4.225,2.6,4.688888888888888,5.125,5.0,4.777777777777778
387,"Ich bin eine ehrliche und verlässliche Person. Von klein auf gehe ich Aufgaben und Aussagen konform. Ich bin eher zurückhaltend, muss nicht im Mittelpunkt stehen, wobei das ab und zu mal auch schön sein kann. Ich bin offen und tolerant Anderen und deren Meinungen gegenüber, bin auch interessiert. Manchmal aber auch etwas faul, was mich öfter dazu brachte langsamer zu sein als andere oder später durchzustarten.",4.5,2.375,5.0,2.925,1.65,4.4,1.75,1.0,4.111111111111111
388,"Ich war verheiratet, bin schon seit 1979 geschieden und habe einen 51jährigen Sohn. Zur Zeit habe ich eine Freundin (Partnerin), wir leben aber nicht beständig in einem Haushalt, sondern oft jeder für sich.
Nach 45 Jahren im Schuldienst bin ich jetzt Pensionär. Da der Beruf als Mathematik- und Physiklehrer mir viel Freude gemacht hatte, habe ich nach der Pensionierung noch länger gearbeitet. 
Ich habe eine Katze als Haustier, Tiere habe ich seit meiner Kindheit um mich.",4.75,1.625,5.111111111111111,5.775,4.75,4.933333333333333,6.125,4.25,6.0
390,"Ich bin oft ängstlich, vorsichtig, unsicher, schüchtern.
Ich bin oft traurig, müde, verzweifelt, nachdenklich.
Ich bin hilfsbereit, freundlich, tolerant, wertschätzend. 
Iich bin sehr sensibel, fühle zu viel, nehme mir vieles zu Herzen
Ich bin empathisch, kann mich gut in andere hinein versetzen.
",2.875,1.0,3.4444444444444446,2.975,2.2,3.6444444444444444,1.25,1.0,3.111111111111111
391,Ich bin ein Chamäleon und Paradoxon. Ich bin ordentlich und doch chaotisch. Ich bin penibel und laizze-faire. Ich bin kreativ und denke gerne um die Ecke. Ich liebe Ordnung und Perfektion.,3.625,4.25,5.111111111111111,3.45,3.95,3.7111111111111112,3.875,4.25,3.4444444444444446
392,"Ich bin 57 Jahre alt, arbeite als niedergelassene Ärztin in einer Gemeinschaftspraxis. 
Ich bin verheiratet und habe zwei erwachsene Kinder. 
Diese leben nicht mehr zu Hause, ich bin stolz auf meine Kinder.
 Meine Arbeit macht mir Spass. 
Ich bin mit meinem derzeitigen Leben zufrieden.",3.875,1.75,4.555555555555555,6.15,3.725,6.066666666666666,6.75,4.625,6.777777777777778
395,"Ich bin eine sportlich aktive und naturverbundene Person. Ich bin eher introvertiert und stehe nicht gerne in Mittelpunkt. Im Job habe ich einen Hang zum Perfektionismus, bin pflichtbrwusst und lege hohe Standards an mich selber an. In meiner Freizeit backe ich sehr gerne, da ich gerne etwas mit meinen Händen erschaffen möchte.",3.125,1.5,5.111111111111111,3.9,2.225,5.377777777777777,2.25,2.0,6.0
397,"Ich bin mitfühlend, humorvoll und anpackend. Dabei muss ich darauf achten, nicht zu bestimmend zu werden. Ich bin vieles, was unterschiedlich ist: Spielkind und ernst, tiefsinnig und seicht, verständnisvoll und manchmal engstirnig, unkompliziert und zickig. Ich mag gerne über den Tellerrand gucken und auch, wenn ich manchmal unsicher bin, bin ich im Großen und Ganzen mit mir zufrieden.",5.75,3.75,5.111111111111111,4.175,3.525,4.688888888888888,6.375,5.375,4.777777777777778
398,"Bin introvertiert, gerne für mich, sehr Ruhe bedürftig. Ich hasse das, wenn Menschen meine Grenze überschreiten.",2.75,1.25,5.444444444444445,3.35,2.5,3.6444444444444444,2.125,4.0,3.3333333333333335
399,"Anspruchsvolle Situationen und Aufgaben sind für mich spannende Herausforderungen. Komplizierte Themen sind für mich in Einzelteile zu zerlegende Schritte. Menschen unterstütze ich gern auf ihrem Weg, auf dem ich sie gern begleite. Ich kann im Mittelpunkt stehen, muss es aber nicht. Ich habe bei zu vielen Dingen eine fundierte Meinung, die ich  gern Hinterfrage und fast nie ungefragt verbreite.",4.625,2.25,5.333333333333333,6.275,4.225,6.222222222222222,5.875,1.625,6.777777777777778
401,"Bin ein lebensbejahender Typ. Bin gern unter Menschen die mir vertraut sind. Beobachte gern andere Menschen. Dabei fallen mir
besonders die Typen der Wichtigtuer, Hecktiker und Profilierungsneurotiker auf. Kann aber auch gern ruhig sitzen und entspannt 
die Umwelt genießen.
",4.375,3.0,4.333333333333333,4.925,3.15,4.644444444444445,3.25,4.125,3.4444444444444446
403,"Im Großen  und  Ganzen  bin ich ein positiv denkender Mensch. Nur sehr selten habe ich Anderen gegenüber  Vorurteile. Ich möchte das Gute in jedem sehen und hoffe, das es vorhanden ist.  Ich bin zurückhaltend. Meistens bin ich gern allein und fühle mich dabei nicht einsam.",4.375,1.625,5.333333333333333,3.75,1.925,4.7555555555555555,2.0,1.0,3.7777777777777777
411,"Ich bin ein sehr gewissenhafter, aufrichtiger und extrem ordnungsliebender Mensch. Ungerechtigkeit mag ich gar nicht! Am liebsten verbringe ich Zeit mit meiner Familie! Sie liegt mir sehr am Herzen!",5.0,1.375,4.777777777777778,3.825,3.225,4.822222222222222,2.625,4.375,5.222222222222222
418,"Ich bin 59 Jahre alt. Meine Haarfarbe ist mittelblond. Ich bin 1,62 groß und wiege 59 kg. Ich bin lustig und neugierig.",4.0,3.625,4.333333333333333,4.2,3.375,4.555555555555555,4.875,3.0,4.777777777777778
419,"Ich bin ein offener und kommunikativer Mensch. Für mich ist es wichtig meine Gedanken und Gefühle mit anderen Menschen zu teilen und Anregungen zu bekommen. Ich habe oft schlechte Erfahrungen gemacht, weil ich  Menschen zu sehr vertraut habe. Das hat mich tief verletzt und auch verändert. Ich arbeite in einem sozialen Beruf und bin sehr gut darin Menschen zu beraten und sie professionell ein Stück auf ihrem Weg zu begleiten. Ich werde geschätzt dafür. Privat lebe ich allein.",5.125,3.25,5.222222222222222,4.35,3.475,5.088888888888889,3.75,2.25,5.333333333333333
420,Ich bin verheiratet und Mutter von zwei Kindern. Ich arbeite eigenverantwortlich und in Vollzeit in einer mittelständischen Firma in der Medienbranche.,6.375,3.75,6.111111111111111,4.925,3.35,5.155555555555556,5.625,4.5,6.444444444444445
422,"Ich bin ein offener und ehrlicher Mensch, habe aber im Laufe meines Lebens gelernt, dass die Wahrheit nicht jeder hören möchte und verkneife mir deswegen auch öfter eine Aussage. 
Ich bin relativ ausgeglichen und meist entspannt und versuche Situationen neutral zu betrachten und bewerten. Oft versuche ich in allem nur das positive zu sehen.
Ich brauche Nähe, Geborgenheit aber käme auch gut alleine klar, Homeoffice liegt mir ;)
Ich würde gerne Psychologie studieren, mir fehlt allerdings das (sehr gute) Abitur dazu.",4.625,4.0,4.777777777777778,3.75,3.0,3.8666666666666663,2.0,1.125,5.111111111111111
423,"Ich bin seit 2 Monaten Rentner.
Habe eine schwere Depression hinter mir.
Ich bin zum 2. mal verheiratet aber gerade nicht glücklich.
Ich bin ein ruhiger, nachdenklicher Typ, sehr schweigsam.
Verlasse ungern mein Haus.
2019 hatte ich eine sehr schwere OP.
",3.125,1.75,3.4444444444444446,2.875,2.525,2.6222222222222222,1.125,1.75,1.5555555555555556
424,"Spontan, tolerant, aufgeschlossen, gutmutig und manchmal aber sehr nachtragend. Verfüge über ein sehr gutes Personengedächtnis. Leider aber auch ein sogenanntes ""Schubladengedächtnis"". Sehr selbstkritisch und reflektierend.",4.875,3.25,6.0,5.2,4.325,4.8,3.0,3.25,3.4444444444444446
426,"Ich bin ein empatischer Mensch.
Ich bin Handwerklich begabt.
Ich bin hilfsbereit.
Ich mag es ordentlich.
Ich neige dazu Dinge auf den letzten Drücker zu bearbeiten.",4.25,4.375,6.555555555555555,5.2,3.15,5.311111111111111,3.25,1.75,6.111111111111111
